"","Country","Area","Waterbody.Type","Date","Ammonia..mg.l.","Biochemical.Oxygen.Demand..mg.l.","Dissolved.Oxygen..mg.l.","Orthophosphate..mg.l.","pH..ph.units.","Temperature..cel.","Nitrogen..mg.l.","Nitrate..mg.l.","CCME_Values","CCME_WQI"
"177","Ireland","Bandonllen, Glandore Harbour","Lake",2020-02-13,0.038,2.6,11.6841033830144,0.025,7.9,12.8,1.422,1.3,100,"Excellent"
"178","Ireland","Bandonllen, Glandore Harbour","Lake",2020-02-17,0.035,1.5,9.09,0.02,8,17.5,0.085,1.3,100,"Excellent"
"179","Ireland","Bandonllen, Glandore Harbour","Lake",2020-02-08,0.038,1.9,8.9235,0.02,7.95,12.95,0.03,1.3,100,"Excellent"
"180","Ireland","Bandonllen, Glandore Harbour","Lake",2020-02-05,0.064,3.5,9.333,0.025,8,17.5,0.3,1.3,100,"Excellent"
"181","Ireland","Bandonllen, Glandore Harbour","Lake",2021-02-05,0.038,1.1,11.6841033830144,0.01,8,11.55,1.422,1.3,100,"Excellent"
"182","Ireland","Bandonllen, Glandore Harbour","Lake",2021-02-02,0.0955,1.65,9.3015,0.015,8,14.6,0.02,1.3,100,"Excellent"
"183","Ireland","Bandonllen, Glandore Harbour","Lake",2021-02-21,0.067,3.65,11.6841033830144,0.03,8.15,16.05,1.422,1.3,100,"Excellent"
"184","Ireland","Bandonllen, Glandore Harbour","Lake",2022-02-18,0.038,1.65,9.1395,0.025,8.1,13.95,1.422,1.3,100,"Excellent"
"185","Ireland","Bandonllen, Glandore Harbour","Lake",2022-02-01,0.042,3.2,8.7615,0.02,8.25,19,0.06,1.3,100,"Excellent"
"186","Ireland","Bandonllen, Glandore Harbour","Lake",2022-02-06,0.038,2.15,8.325,0.025,8.1,15.95,1.422,1.3,100,"Excellent"
"187","Ireland","Bandonllen, Glandore Harbour","Lake",2022-02-17,0.084,2.4,9.0135,0.02,8,17.45,1.422,1.3,100,"Excellent"
"188","Ireland","Bandonllen, Glandore Harbour","Lake",2023-02-24,0.0415,1.6,9.342,0.025,7.9,15.1,0.05,1.3,100,"Excellent"
"189","Ireland","Bandonllen, Glandore Harbour","Lake",2023-02-08,7.73,1.2,11.6841033830144,0.02,7.6,17.7,0.03,1.3,67.7223831118774,"Fair"
"190","Ireland","Bandonllen, Glandore Harbour","Lake",2023-02-05,0.038,1.7,9.2295,0.01,8,14.6,1.422,1.3,100,"Excellent"
"191","Ireland","Bandonllen, Glandore Harbour","Lake",2023-02-09,0.038,1.5,9.1935,0.025,8.1,13.95,1.422,1.3,100,"Excellent"
"192","Ireland","Bandonllen, Skeagh","Lake",2007-02-28,0.038,1.4,11.6841033830144,0.025,7.4,11.15,1.422,1.3,100,"Excellent"
"193","Ireland","Bandonllen, Skeagh","Lake",2007-02-17,0.038,1.4,4.9095,0.025,7.8,14.7,1.422,1.3,100,"Excellent"
"194","Ireland","Bandonllen, Skeagh","Lake",2008-02-07,0.038,1.4,11.6841033830144,0.006,7.5,16.8,1.422,1.3,100,"Excellent"
"195","Ireland","Bandonllen, Skeagh","Lake",2008-02-11,0.038,1.4,4.8465,0.006,7.3,14.6,1.422,1.3,100,"Excellent"
"196","Ireland","Bandonllen, Skeagh","Lake",2008-02-20,0.038,1.4,4.6305,0.006,7.5,11.9,1.422,1.3,100,"Excellent"
"197","Ireland","Bandonllen, Skeagh","Lake",2009-02-21,0.038,1.4,4.86,0.006,7,5.8,1.422,1.3,100,"Excellent"
"198","Ireland","Bandonllen, Skeagh","Lake",2009-02-14,0.038,1.4,11.6841033830144,0.006,7,12.7,1.422,1.3,100,"Excellent"
"199","Ireland","Bandonllen, Skeagh","Lake",2009-02-06,0.038,1.4,4.716,0.025,7,18.7,1.422,1.3,100,"Excellent"
"200","Ireland","Bandonllen, Skeagh","Lake",2009-02-08,0.038,1.4,4.4685,0.025,6.6,13.8,1.422,1.3,100,"Excellent"
"201","Ireland","Bandonllen, Skeagh","Lake",2010-02-19,0.038,1.4,5.4585,0.025,7,14.2,1.422,1.3,100,"Excellent"
"202","Ireland","Bandonllen, Skeagh","Lake",2010-02-14,0.038,1.4,4.9095,0.025,7,18.5,1.422,1.3,100,"Excellent"
"203","Ireland","Bandonllen, Skeagh","Lake",2010-02-20,0.038,1.4,11.6841033830144,0.012,7.4,13,1.422,1.3,100,"Excellent"
"204","Ireland","Bandonllen, Skeagh","Lake",2011-02-19,0.038,1.4,5.508,0.025,7.1,14,1.422,1.3,100,"Excellent"
"205","Ireland","Bandonllen, Skeagh","Lake",2011-02-13,0.038,1.4,5.058,0.025,7.3,19.8,1.422,1.3,100,"Excellent"
"206","Ireland","Bandonllen, Skeagh","Lake",2011-02-16,0.038,1.4,11.6841033830144,0.025,7.2,18.9,1.422,1.3,100,"Excellent"
"207","Ireland","Bandonllen, Skeagh","Lake",2011-02-12,0.038,1.4,11.6841033830144,0.025,7.3,16,1.422,1.3,100,"Excellent"
"208","Ireland","Bandonllen, Skeagh","Lake",2012-02-11,0.038,1.4,11.6841033830144,0.025,7.2,14.4,1.422,1.3,100,"Excellent"
"209","Ireland","Bandonllen, Skeagh","Lake",2012-02-17,0.038,1.4,11.6841033830144,0.025,7.7,20.2,1.422,1.3,100,"Excellent"
"210","Ireland","Bandonllen, Skeagh","Lake",2012-02-21,0.038,1.4,4.7475,0.025,7.3,18.6,1.422,1.3,100,"Excellent"
"211","Ireland","Bandonllen, Skeagh","Lake",2012-02-16,0.038,1.4,5.031,0.025,7.3,11.7,1.422,1.3,100,"Excellent"
"212","Ireland","Bandonllen, Skeagh","Lake",2013-02-17,0.017,1.4,4.185,0.025,7,11.6,1.422,1.3,100,"Excellent"
"213","Ireland","Bandonllen, Skeagh","Lake",2013-02-16,0.13,1.4,11.6841033830144,0.025,7.4,21.1,1.422,1.3,100,"Excellent"
"214","Ireland","Bandonllen, Skeagh","Lake",2013-02-21,0.016,1.4,11.6841033830144,0.011,7.4,19.3,1.422,1.3,100,"Excellent"
"215","Ireland","Bandonllen, Skeagh","Lake",2013-02-15,0.03,1.4,4.7295,0.025,7.6,12.4,1.422,1.3,100,"Excellent"
"216","Ireland","Bandonllen, Skeagh","Lake",2014-02-16,0.019,1.4,5.1525,0.006,7.1,14.2,1.422,1.3,100,"Excellent"
"217","Ireland","Bandonllen, Skeagh","Lake",2014-02-28,0.007,1.4,5.004,0.008,7.7,20.1,1.422,1.3,100,"Excellent"
"218","Ireland","Bandonllen, Skeagh","Lake",2014-02-20,0.013,1.4,11.6841033830144,0.025,7.4,17.4,1.422,1.3,100,"Excellent"
"219","Ireland","Bandonllen, Skeagh","Lake",2014-02-15,0.027,1.4,4.707,0.025,7,13.3,1.422,1.3,100,"Excellent"
"220","Ireland","Bandonllen, Skeagh","Lake",2015-02-21,0.028,1.4,5.0625,0.025,7,14,1.422,1.3,100,"Excellent"
"221","Ireland","Bandonllen, Skeagh","Lake",2015-02-24,0.038,1.4,11.6841033830144,0.025,7.2,18,1.422,1.3,100,"Excellent"
"222","Ireland","Bandonllen, Skeagh","Lake",2015-02-21,0.02,1.4,11.6841033830144,0.025,7.1,13.1,1.422,1.3,100,"Excellent"
"223","Ireland","Bandonllen, Skeagh","Lake",2016-02-21,0.038,1.4,5.0355,0.025,7.9,13.2,1.422,1.3,100,"Excellent"
"224","Ireland","Bandonllen, Skeagh","Lake",2016-02-20,0.038,1.4,5.013,0.025,7.3,20.5,1.422,1.3,100,"Excellent"
"225","Ireland","Bandonllen, Skeagh","Lake",2016-02-04,0.038,1.4,4.923,0.025,6.9,18.1,1.422,1.3,100,"Excellent"
"226","Ireland","Bandonllen, Skeagh","Lake",2016-02-05,0.03,1.4,4.9005,0.025,6.4,15.3,1.422,1.3,100,"Excellent"
"227","Ireland","Bandonllen, Skeagh","Lake",2017-02-18,0.038,1.4,11.6841033830144,0.025,7.2,15.3,1.422,1.3,100,"Excellent"
"228","Ireland","Bandonllen, Skeagh","Lake",2017-02-20,0.038,1.4,5.337,0.025,7.3,20.4,1.422,1.3,100,"Excellent"
"229","Ireland","Bandonllen, Skeagh","Lake",2017-02-03,0.038,1.4,4.833,0.025,7.1,16.6,1.422,1.3,100,"Excellent"
"230","Ireland","Bandonllen, Skeagh","Lake",2017-02-07,0.038,1.4,11.6841033830144,0.025,7.2,16.7,1.422,1.3,100,"Excellent"
"231","Ireland","Bandonllen, Skeagh","Lake",2017-02-04,0.024,1.4,4.4685,0.025,7,13,1.422,1.3,100,"Excellent"
"232","Ireland","Bandonllen, Skeagh","Lake",2018-02-11,0.023,1.4,5.085,0.025,7.3,10.9,1.422,1.3,100,"Excellent"
"233","Ireland","Bandonllen, Skeagh","Lake",2018-02-19,0.038,1.4,4.9995,0.025,7.3,20.6,1.422,1.3,100,"Excellent"
"234","Ireland","Bandonllen, Skeagh","Lake",2018-02-01,0.038,1.4,4.8285,0.025,7.3,18,1.422,1.3,100,"Excellent"
"235","Ireland","Bandonllen, Skeagh","Lake",2018-02-03,0.036,1.4,4.8555,0.025,7.3,14.8,1.422,1.3,100,"Excellent"
"236","Ireland","Bandonllen, Skeagh","Lake",2019-02-04,0.038,1.4,5.1885,0.025,7.1,10.4,1.422,1.3,100,"Excellent"
"237","Ireland","Bandonllen, Skeagh","Lake",2019-02-17,0.038,1.4,4.806,0.025,7.3,20.2,1.422,1.3,100,"Excellent"
"238","Ireland","Bandonllen, Skeagh","Lake",2019-02-01,0.038,1.4,11.6841033830144,0.025,7.3,20.9,1.422,1.3,100,"Excellent"
"239","Ireland","Bandonllen, Skeagh","Lake",2019-02-03,0.037,1.4,11.6841033830144,0.025,7.9,14.7,1.422,1.3,100,"Excellent"
"240","Ireland","Bandonllen, Skeagh","Lake",2020-02-15,0.038,1.4,4.869,0.025,7.1,18.4,1.422,1.3,100,"Excellent"
"241","Ireland","Bandonllen, Skeagh","Lake",2020-02-05,0.038,1.4,4.815,0.025,6.7,18.4,1.422,1.3,100,"Excellent"
"242","Ireland","Bandonllen, Skeagh","Lake",2020-02-01,0.038,1.4,11.6841033830144,0.025,7.1,13,1.422,1.3,100,"Excellent"
"243","Ireland","Bandonllen, Skeagh","Lake",2021-02-08,0.038,1.4,5.085,0.025,7.9,11.4,1.422,1.3,100,"Excellent"
"244","Ireland","Bandonllen, Skeagh","Lake",2021-02-15,0.038,1.4,5.103,0.025,7.3,20.8,1.422,1.3,100,"Excellent"
"245","Ireland","Bandonllen, Skeagh","Lake",2021-02-05,0.038,1.4,5.5125,0.025,7.3,18.4,1.422,1.3,100,"Excellent"
"246","Ireland","Bandonllen, Skeagh","Lake",2021-02-06,0.038,1.4,11.6841033830144,0.025,7.4,13.5,1.422,1.3,100,"Excellent"
"247","Ireland","Bandonllen, Skeagh","Lake",2022-02-07,0.038,1.4,11.6841033830144,0.025,7.4,11.3,1.422,1.3,100,"Excellent"
"248","Ireland","Bandonllen, Skeagh","Lake",2022-02-21,0.038,1.4,4.806,0.025,7,19.7,1.422,1.3,100,"Excellent"
"249","Ireland","Bandonllen, Skeagh","Lake",2022-02-04,0.038,1.4,4.1355,0.025,6.8,18.5,1.422,1.3,100,"Excellent"
"250","Ireland","Bandonllen, Skeagh","Lake",2022-02-06,0.038,1.4,11.6841033830144,0.025,7,14.2,1.422,1.3,100,"Excellent"
"251","Ireland","Bandonllen, Skeagh","Lake",2023-02-19,0.038,1.4,4.8285,0.025,6.9,12.3,1.422,1.3,100,"Excellent"
"252","Ireland","Bandonllen, Skeagh","Lake",2023-02-19,0.038,1.4,5.067,0.025,7.5,18.9,1.422,1.3,100,"Excellent"
"253","Ireland","Bandonllen, Skeagh","Lake",2023-02-10,0.038,1.4,11.6841033830144,0.025,7.1,17.9,1.422,1.3,100,"Excellent"
"254","Ireland","Bandonllen, Tooreen","Lake",2007-02-28,0.038,1.4,4.9725,0.025,7.5,11.15,1.422,1.3,100,"Excellent"
"255","Ireland","Bandonllen, Tooreen","Lake",2007-02-17,0.038,1.4,11.6841033830144,0.006,7.4,14.1,1.422,1.3,100,"Excellent"
"256","Ireland","Bandonllen, Tooreen","Lake",2008-02-07,0.038,1.4,4.608,0.006,7.4,15.4,1.422,1.3,100,"Excellent"
"257","Ireland","Bandonllen, Tooreen","Lake",2008-02-11,0.038,1.4,4.455,0.006,7.2,14.2,1.422,1.3,100,"Excellent"
"258","Ireland","Bandonllen, Tooreen","Lake",2008-02-20,0.038,1.4,11.6841033830144,0.006,7.5,11.8,1.422,1.3,100,"Excellent"
"259","Ireland","Bandonllen, Tooreen","Lake",2009-02-14,0.038,1.4,4.878,0.006,7.3,12.1,1.422,1.3,100,"Excellent"
"260","Ireland","Bandonllen, Tooreen","Lake",2009-02-06,0.038,1.4,11.6841033830144,0.025,7.1,19.3,1.422,1.3,100,"Excellent"
"261","Ireland","Bandonllen, Tooreen","Lake",2009-02-08,0.038,1.4,3.825,0.025,6.9,13.7,1.422,1.3,100,"Excellent"
"262","Ireland","Bandonllen, Tooreen","Lake",2010-02-26,0.038,1.4,4.7115,0.025,7.2,14.5,1.422,1.3,100,"Excellent"
"263","Ireland","Bandonllen, Tooreen","Lake",2010-02-14,0.038,1.4,11.6841033830144,0.025,7.3,18.1,1.422,1.3,100,"Excellent"
"264","Ireland","Bandonllen, Tooreen","Lake",2010-02-20,0.038,1.4,11.6841033830144,0.008,7.4,13,1.422,1.3,100,"Excellent"
"265","Ireland","Bandonllen, Tooreen","Lake",2011-02-19,0.038,1.4,11.6841033830144,0.025,7.3,13.4,1.422,1.3,100,"Excellent"
"266","Ireland","Bandonllen, Tooreen","Lake",2011-02-13,0.038,1.4,4.0725,0.025,7.4,20,1.422,1.3,100,"Excellent"
"267","Ireland","Bandonllen, Tooreen","Lake",2011-02-16,0.038,1.4,11.6841033830144,0.025,7.4,18.9,1.422,1.3,100,"Excellent"
"268","Ireland","Bandonllen, Tooreen","Lake",2011-02-12,0.038,1.4,4.5495,0.025,7.1,15.4,1.422,1.3,100,"Excellent"
"269","Ireland","Bandonllen, Tooreen","Lake",2012-02-11,0.038,1.4,11.6841033830144,0.025,7.4,11.5,1.422,1.3,100,"Excellent"
"270","Ireland","Bandonllen, Tooreen","Lake",2012-02-17,0.038,1.4,11.6841033830144,0.025,7.4,17.4,1.422,1.3,100,"Excellent"
"271","Ireland","Bandonllen, Tooreen","Lake",2012-02-21,0.038,1.4,11.6841033830144,0.025,6.9,11.15,1.422,1.3,100,"Excellent"
"272","Ireland","Bandonllen, Tooreen","Lake",2012-02-16,0.038,1.4,4.7385,0.025,7.5,10.4,1.422,1.3,100,"Excellent"
"273","Ireland","Bandonllen, Tooreen","Lake",2013-02-17,0.015,1.4,3.924,0.007,7.3,12.4,1.422,1.3,100,"Excellent"
"274","Ireland","Bandonllen, Tooreen","Lake",2013-02-16,0.038,1.4,11.6841033830144,0.025,7.6,21,1.422,1.3,100,"Excellent"
"275","Ireland","Bandonllen, Tooreen","Lake",2013-02-21,0.038,1.4,4.329,0.025,7.1,20.2,1.422,1.3,100,"Excellent"
"276","Ireland","Bandonllen, Tooreen","Lake",2013-02-15,0.037,1.4,3.978,0.025,7.3,13.8,1.422,0.4,100,"Excellent"
"277","Ireland","Bandonllen, Tooreen","Lake",2014-02-16,0.104,1.4,11.6841033830144,0.009,7.2,14.2,1.422,1.3,100,"Excellent"
"278","Ireland","Bandonllen, Tooreen","Lake",2014-02-28,0.007,1.4,11.6841033830144,0.025,7.4,20,1.422,1.3,100,"Excellent"
"279","Ireland","Bandonllen, Tooreen","Lake",2014-02-20,0.015,1.4,4.302,0.025,7.1,18.1,1.422,1.3,100,"Excellent"
"280","Ireland","Bandonllen, Tooreen","Lake",2014-02-15,0.037,1.4,4.509,0.007,7.1,13.3,1.422,1.3,100,"Excellent"
"281","Ireland","Bandonllen, Tooreen","Lake",2015-02-21,0.011,1.4,4.761,0.025,7.2,14.6,1.422,1.3,100,"Excellent"
"282","Ireland","Bandonllen, Tooreen","Lake",2015-02-24,0.038,1.4,4.5315,0.025,7.4,17.5,1.422,1.3,100,"Excellent"
"283","Ireland","Bandonllen, Tooreen","Lake",2015-02-21,0.04,1.4,11.6841033830144,0.025,7.3,13.8,1.422,1.3,100,"Excellent"
"284","Ireland","Bandonllen, Tooreen","Lake",2016-02-21,0.038,1.4,4.869,0.025,8,13.6,1.422,1.3,100,"Excellent"
"285","Ireland","Bandonllen, Tooreen","Lake",2016-02-20,0.038,1.4,11.6841033830144,0.025,7.1,20.2,1.422,1.3,100,"Excellent"
"286","Ireland","Bandonllen, Tooreen","Lake",2016-02-04,0.038,1.4,4.3155,0.025,7,18.9,1.422,1.3,100,"Excellent"
"287","Ireland","Bandonllen, Tooreen","Lake",2016-02-05,0.038,1.4,4.1535,0.025,6.8,14.3,1.422,1.3,100,"Excellent"
"288","Ireland","Bandonllen, Tooreen","Lake",2017-02-18,0.038,1.4,4.779,0.025,7,14.2,1.422,1.3,100,"Excellent"
"289","Ireland","Bandonllen, Tooreen","Lake",2017-02-20,0.028,1.4,11.6841033830144,0.025,6.8,19.6,1.422,1.3,100,"Excellent"
"290","Ireland","Bandonllen, Tooreen","Lake",2017-02-03,0.038,1.4,4.3245,0.025,7.1,17.8,1.422,1.3,100,"Excellent"
"291","Ireland","Bandonllen, Tooreen","Lake",2017-02-07,0.038,1.4,11.6841033830144,0.025,7,17.1,1.422,1.3,100,"Excellent"
"292","Ireland","Bandonllen, Tooreen","Lake",2017-02-04,0.038,1.4,11.6841033830144,0.025,7,13.3,1.422,1.3,100,"Excellent"
"293","Ireland","Bandonllen, Tooreen","Lake",2018-02-11,0.038,1.4,11.6841033830144,0.025,7.2,11.1,1.422,1.3,100,"Excellent"
"294","Ireland","Bandonllen, Tooreen","Lake",2018-02-19,0.038,1.4,4.509,0.025,7.2,19.9,1.422,1.3,100,"Excellent"
"295","Ireland","Bandonllen, Tooreen","Lake",2018-02-01,0.038,1.4,3.492,0.025,7.1,18,1.422,1.3,100,"Excellent"
"296","Ireland","Bandonllen, Tooreen","Lake",2018-02-03,0.038,1.4,4.4955,0.025,7.7,16.4,1.422,1.3,100,"Excellent"
"297","Ireland","Bandonllen, Tooreen","Lake",2019-02-04,0.038,1.4,5.0445,0.025,7.3,8.6,1.422,1.3,100,"Excellent"
"298","Ireland","Bandonllen, Tooreen","Lake",2019-02-17,0.038,1.4,11.6841033830144,0.025,7.2,19.9,1.422,1.3,100,"Excellent"
"299","Ireland","Bandonllen, Tooreen","Lake",2019-02-01,0.038,1.4,3.339,0.025,6.8,19.3,1.422,1.3,100,"Excellent"
"300","Ireland","Bandonllen, Tooreen","Lake",2019-02-03,0.038,1.4,4.707,0.025,7.9,14.8,1.422,1.3,100,"Excellent"
"301","Ireland","Bandonllen, Tooreen","Lake",2020-02-15,0.038,1.4,3.852,0.025,7.1,16.6,1.422,1.3,100,"Excellent"
"302","Ireland","Bandonllen, Tooreen","Lake",2020-02-05,0.038,1.4,2.799,0.025,6.6,19,1.422,1.3,100,"Excellent"
"303","Ireland","Bandonllen, Tooreen","Lake",2020-02-01,0.038,1.4,3.9735,0.025,7.6,12.5,1.422,1.3,100,"Excellent"
"304","Ireland","Bandonllen, Tooreen","Lake",2021-02-08,0.038,1.4,11.6841033830144,0.025,7.2,10.7,1.422,1.3,100,"Excellent"
"305","Ireland","Bandonllen, Tooreen","Lake",2021-02-15,0.038,1.4,3.339,0.025,6.8,19.7,1.422,1.3,100,"Excellent"
"306","Ireland","Bandonllen, Tooreen","Lake",2021-02-05,0.038,1.4,4.419,0.025,7.1,17.9,1.422,1.3,100,"Excellent"
"307","Ireland","Bandonllen, Tooreen","Lake",2021-02-06,0.038,1.4,11.6841033830144,0.025,7.5,13,1.422,1.3,100,"Excellent"
"308","Ireland","Bandonllen, Tooreen","Lake",2022-02-07,0.038,1.4,11.6841033830144,0.025,7.6,9,1.3,1.3,100,"Excellent"
"309","Ireland","Bandonllen, Tooreen","Lake",2022-02-21,0.038,1.4,11.6841033830144,0.025,7.1,18.4,1.422,1.3,100,"Excellent"
"310","Ireland","Bandonllen, Tooreen","Lake",2022-02-04,0.038,1.4,11.6841033830144,0.025,6.7,18.3,1.422,1.3,100,"Excellent"
"311","Ireland","Bandonllen, Tooreen","Lake",2022-02-06,0.038,1.4,11.6841033830144,0.025,7.2,13.3,1.422,1.3,100,"Excellent"
"312","Ireland","Bandonllen, Tooreen","Lake",2023-02-19,0.022,1.4,11.6841033830144,0.025,7.3,12.1,1.422,1.3,100,"Excellent"
"313","Ireland","Bandonllen, Tooreen","Lake",2023-02-19,0.038,1.4,3.15,0.025,6.6,17.7,1.422,1.3,100,"Excellent"
"314","Ireland","Bandonllen, Tooreen","Lake",2023-02-10,0.038,1.4,11.6841033830144,0.025,7.1,17.6,1.422,1.3,100,"Excellent"
"315","Ireland","Barrow, Daingean","Lake",2010-02-23,0.038,1.4,11.6841033830144,0.025,7.3,12.9,3.39,1.3,100,"Excellent"
"316","Ireland","Barrow, Daingean","Lake",2010-02-02,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"317","Ireland","Barrow, Daingean","Lake",2010-02-03,0.038,1.4,11.6841033830144,0.026,7.3,11.9,3.65,1.3,100,"Excellent"
"318","Ireland","Barrow, Daingean","Lake",2011-02-23,0.038,1.4,2.565,0.016,7.3,12.5,3.4,1.3,100,"Excellent"
"319","Ireland","Barrow, Daingean","Lake",2011-02-08,0.038,1.4,11.6841033830144,0.025,7.2,12.6,3.21,1.3,100,"Excellent"
"320","Ireland","Barrow, Daingean","Lake",2011-02-13,0.038,1.4,11.6841033830144,0.025,7.5,12.7,3.19,1.3,100,"Excellent"
"321","Ireland","Barrow, Daingean","Lake",2011-02-08,0.038,1.4,11.6841033830144,0.018,7.4,11.8,3.65,1.3,100,"Excellent"
"322","Ireland","Barrow, Daingean","Lake",2012-02-09,0.038,1.4,2.3985,0.032,7.3,11.6,2.68,1.3,100,"Excellent"
"323","Ireland","Barrow, Daingean","Lake",2012-02-15,0.038,1.4,3.4875,0.015,7.4,11.9,3.11,1.3,100,"Excellent"
"324","Ireland","Barrow, Daingean","Lake",2012-02-05,0.027,1.4,2.133,0.031,7.1,13,2.82,1.3,100,"Excellent"
"325","Ireland","Barrow, Daingean","Lake",2012-02-29,0.038,1.4,2.2005,0.02,7.2,10.4,3.51,1.3,100,"Excellent"
"326","Ireland","Barrow, Daingean","Lake",2013-02-28,0.038,1.4,2.4975,0.02,7.3,11.1,3.23,1.3,100,"Excellent"
"327","Ireland","Barrow, Daingean","Lake",2013-02-20,0.038,1.4,11.6841033830144,0.025,7,12.8,3.57,1.3,100,"Excellent"
"328","Ireland","Barrow, Daingean","Lake",2013-02-26,0.037,1.4,11.6841033830144,0.017,7.3,12.7,3.09,1.3,100,"Excellent"
"329","Ireland","Barrow, Daingean","Lake",2014-02-14,0.038,1.4,11.6841033830144,0.014,7.2,12.8,4.6,1.3,100,"Excellent"
"330","Ireland","Barrow, Daingean","Lake",2014-02-23,0.038,1.4,2.34,0.025,7.3,12.5,3.3,1.3,100,"Excellent"
"331","Ireland","Barrow, Daingean","Lake",2015-02-06,0.038,1.4,2.637,0.024,7.3,12.6,3.6,1.3,100,"Excellent"
"332","Ireland","Barrow, Daingean","Lake",2015-02-17,0.038,1.4,11.6841033830144,0.018,7.4,12.9,3.6,1.3,100,"Excellent"
"333","Ireland","Barrow, Daingean","Lake",2015-02-15,0.038,1.4,3.0825,0.018,7.3,12.7,3.4,1.3,100,"Excellent"
"334","Ireland","Barrow, Daingean","Lake",2016-02-14,0.038,1.4,3.636,0.02,7.4,12.3,3.5,3.5,100,"Excellent"
"335","Ireland","Barrow, Daingean","Lake",2016-02-07,0.038,1.4,11.6841033830144,0.017,7.4,13,3.3,3.3,100,"Excellent"
"336","Ireland","Barrow, Daingean","Lake",2016-02-29,0.038,1.4,2.5875,0.018,7.4,12.8,3.1,3.1,100,"Excellent"
"337","Ireland","Barrow, Daingean","Lake",2017-02-23,0.038,1.4,11.6841033830144,0.022,7.5,12.3,3.6,3.6,100,"Excellent"
"338","Ireland","Barrow, Daingean","Lake",2017-02-15,0.038,1.4,11.6841033830144,0.022,7.5,13.4,3.6,3.6,100,"Excellent"
"339","Ireland","Barrow, Daingean","Lake",2017-02-28,0.038,1.4,11.6841033830144,0.022,7.4,12.9,4.3,4.3,100,"Excellent"
"340","Ireland","Barrow, Daingean","Lake",2018-02-02,0.038,1.4,3.1365,0.018,7.3,12.6,3.3,3.3,100,"Excellent"
"341","Ireland","Barrow, Daingean","Lake",2018-02-10,0.038,1.4,4.3335,0.015,7.4,12.3,3.3,3.3,100,"Excellent"
"342","Ireland","Barrow, Daingean","Lake",2018-02-26,0.038,1.4,11.6841033830144,0.018,7.4,12,3.6,3.6,100,"Excellent"
"343","Ireland","Barrow, Daingean","Lake",2019-02-16,0.038,1.4,3.141,0.018,7.6,12.2,3.6,3.6,100,"Excellent"
"344","Ireland","Barrow, Daingean","Lake",2019-02-16,0.038,1.4,3.1365,0.014,7.5,13.1,3.3,3.3,100,"Excellent"
"345","Ireland","Barrow, Daingean","Lake",2019-02-01,0.038,1.4,11.6841033830144,0.043,7.3,12.2,4.9,4.9,100,"Excellent"
"346","Ireland","Barrow, Daingean","Lake",2020-02-04,0.038,1.4,11.6841033830144,0.018,6.9,12.7,4,4,100,"Excellent"
"347","Ireland","Barrow, Daingean","Lake",2020-02-01,0.038,1.4,11.6841033830144,0.025,7.2,11.8,4.5,4.5,100,"Excellent"
"348","Ireland","Barrow, Daingean","Lake",2021-02-10,0.038,1.4,11.6841033830144,0.018,7.3,12.5,3.9,3.9,100,"Excellent"
"349","Ireland","Barrow, Daingean","Lake",2021-02-19,0.038,1.4,2.484,0.015,7.3,13.8,3.9,3.9,100,"Excellent"
"350","Ireland","Barrow, Daingean","Lake",2021-02-15,0.038,1.4,2.9385,0.021,7.3,12.3,3.8,3.8,100,"Excellent"
"351","Ireland","Barrow, Daingean","Lake",2022-02-10,0.038,1.4,11.6841033830144,0.014,7.5,12.2,3.9,3.9,100,"Excellent"
"352","Ireland","Barrow, Daingean","Lake",2022-02-02,0.038,1.4,11.6841033830144,0.021,7.4,12.9,1.4,1.4,100,"Excellent"
"353","Ireland","Barrow, Daingean","Lake",2022-02-16,0.038,1.4,2.7405,0.027,7.3,12.3,4.3,4.3,100,"Excellent"
"354","Ireland","Barrow, DAINGEAN_010","Lake",2012-02-18,0.084,1.41,11.6841033830144,0.03,7.84,9,2.98,2.735,100,"Excellent"
"355","Ireland","Barrow, DAINGEAN_011","Lake",2012-02-14,0.11,1.17,3.8259,0.027,7.15,8.4,2.439,2.416,100,"Excellent"
"356","Ireland","Barrow, DAINGEAN_012","Lake",2012-02-19,0.056,1.95,11.6841033830144,0.018,7.84,9.9,1.542,1.525,100,"Excellent"
"357","Ireland","Barrow, DAINGEAN_013","Lake",2012-02-23,0.038,1.54,11.6841033830144,0.011,8,15.9,1.63,1.611,100,"Excellent"
"358","Ireland","Barrow, DAINGEAN_014","Lake",2012-02-20,0.052,1.13,11.6841033830144,0.026,7.75,12.7,2.378,2.356,100,"Excellent"
"359","Ireland","Barrow, DAINGEAN_015","Lake",2012-02-22,0.048,1.65,3.8889,0.03,7.55,14.5,2.491,2.458,100,"Excellent"
"360","Ireland","Barrow, DAINGEAN_016","Lake",2012-02-24,0.018,1.37,3.34755,0.01,7.82,10.6,2.177,2.159,100,"Excellent"
"361","Ireland","Barrow, DAINGEAN_017","Lake",2012-02-27,0.128,1.79,3.52215,0.027,7.47,5.4,2.026,2.007,100,"Excellent"
"362","Ireland","Barrow, DAINGEAN_018","Lake",2013-02-10,0.153,1.45,11.6841033830144,0.027,7.45,4.9,2.209,2.192,100,"Excellent"
